ID,GT_NO2
X6877,1.2238888746026467e+17
PD03,1.0584215191815301e+17
TV03,1.1402807633472662e+17
X5561,1.0574194504042666e+17
X5953,1.0587274612750176e+17
X6701,1.0584772095926928e+17
X6877,1.0583911959169472e+17
PD03,9.590126358434198e+16
TV03,9.589028558362827e+16
X5561,9.583449143017611e+16
X5953,9.592228109576466e+16
X6701,9.590395180948811e+16
X6877,9.592148849345008e+16
PD03,9.591246635139838e+16
TV03,9.58481382829165e+16
X5561,9.590047024527408e+16
X5953,9.595724356655466e+16
X6701,9.595598019043208e+16
X6877,9.598681991519949e+16
PD03,1.058864848211761e+17
TV03,1.0584163629568094e+17
X5561,1.0570727493119781e+17
X5953,1.058078803155128e+17
X6701,1.0581782585305507e+17
X6877,1.05817520644664e+17
PD03,8.253362694250866e+16
TV03,8.2537746391379e+16
X5561,8.254964283032706e+16
X5953,8.256130299923157e+16
X6701,8.256227480448501e+16
X6877,8.258687533606933e+16
PD03,1.0579461060557426e+17
TV03,1.0578761919559189e+17
X5561,1.221183026987289e+17
X5953,1.2235090750311974e+17
X6701,1.2232239406526064e+17
X6877,1.1410382202277472e+17
PD03,1.223171154865838e+17
TV03,1.2224607329372971e+17
X5561,1.22106762513775e+17
X5953,1.223595892571199e+17
X6701,1.223422556630237e+17
X6877,1.2235656274967451e+17
PD03,9.588839250138085e+16
TV03,9.59114859911333e+16
X5561,9.589550862731648e+16
X5953,9.59860879096469e+16
X6701,9.59733788097861e+16
X6877,9.590513129893842e+16
PD03,9.592658693504542e+16
TV03,9.591204981587917e+16
X5561,9.588806024114728e+16
X5953,9.596830657181442e+16
X6701,9.595443055169147e+16
X6877,9.597002550580616e+16
PD03,1.0583887334696563e+17
TV03,1.0577938790163224e+17
X5561,1.0572596218722285e+17
X5953,1.0586403132176336e+17
X6701,1.0583107545061568e+17
X6877,1.0586482393582566e+17
PD03,1.009104436847984e+17
TV03,1.0578123628460822e+17
X5561,1.0080541159325338e+17
X5953,1.0091900581767883e+17
X6701,1.0089864237083296e+17
X6877,1.0091024559482546e+17
PD03,1.0580023186244987e+17
TV03,1.0579832362368067e+17
X5561,1.0574024025123474e+17
X5953,1.0586400185147608e+17
X6701,1.0583556159203227e+17
X6877,1.0583675443824314e+17
PD03,1.058214801358633e+17
TV03,1.0575037612876603e+17
X5561,1.0574245537849608e+17
X5953,1.058819527076008e+17
X6701,1.0585405567289709e+17
X6877,1.0583203133104358e+17
PD03,1.222944089497392e+17
TV03,1.222947068750508e+17
X5561,1.2217441260446866e+17
X5953,1.2241417735605792e+17
X6701,1.2235560208511442e+17
X6877,1.2237090710593666e+17
PD03,1.2231650793041707e+17
TV03,1.2227446879707314e+17
X5561,1.2219298112386869e+17
X5953,1.2244368263015397e+17
X6701,1.2239886751297605e+17
X6877,1.2241100182524915e+17
PD03,1.2232367325814198e+17
TV03,1.2226696849667003e+17
X5561,1.221613037832824e+17
X5953,1.2241094949470666e+17
X6701,1.2237050688889766e+17
X6877,1.2239402441205202e+17
PD03,1.4096996574207371e+17
TV03,1.4078713646668275e+17
X5561,1.4058783990182371e+17
X5953,1.4102815053251395e+17
X6701,1.4094258426657117e+17
X6877,1.4099855946252989e+17
PD03,1.4091926791528366e+17
TV03,1.4074034757818422e+17
X5561,1.2210692773783795e+17
X5953,1.4099941715974248e+17
X6701,1.4092456698947254e+17
X6877,1.4098638296798043e+17
PD03,1.2229586912047347e+17
TV03,1.2223543233179173e+17
X5561,1.2214731908092216e+17
X5953,1.2239705583253502e+17
X6701,1.2234847451107538e+17
X6877,1.2228243614069864e+17
PD03,1.2231035636391331e+17
TV03,1.4079252804783862e+17
X5561,1.2210454791090069e+17
X5953,1.2235808879949437e+17
X6701,1.2234398329828622e+17
X6877,1.2235993343475645e+17
PD03,1.2231282996552763e+17
TV03,1.223133687788323e+17
X5561,1.0575116131520133e+17
X5953,1.2236330376476683e+17
X6701,1.0584992444256536e+17
X6877,1.2235990059229792e+17
PD03,1.223186849774465e+17
TV03,1.2221360029952872e+17
X5561,1.2213894647786829e+17
X5953,1.2239301774378171e+17
X6701,1.2233970748107355e+17
X6877,1.223613237643155e+17
PD03,1.2228007266580501e+17
TV03,1.2224648188179656e+17
X5561,1.2214920618108286e+17
X5953,1.2238137532095774e+17
X6701,1.2233438653069651e+17
X6877,1.2235185322713546e+17
PD03,7.084040940777497e+16
TV03,7.080406477404653e+16
X5561,7.08538373381403e+16
X5953,7.088810070225227e+16
X6701,7.087964403748441e+16
X6877,7.0893194714894136e+16
PD03,9.594362879328808e+16
TV03,9.590949597283702e+16
X5561,1.0575032723991554e+17
X5953,9.597077372470501e+16
X6701,1.0587576084526818e+17
X6877,9.598184410623192e+16
PD03,1.0578341158035483e+17
TV03,1.0578208847847818e+17
X5561,1.0575603965491573e+17
X5953,1.0586896857482928e+17
X6701,1.0584618415514506e+17
X6877,1.058108437074293e+17
PD03,1.2227935792310155e+17
TV03,1.2220219500912832e+17
X5561,1.2209530460132267e+17
X5953,1.2232091255633045e+17
X6701,1.2229053797462075e+17
X6877,1.2230181459482134e+17
PD03,1.2233381805977253e+17
TV03,1.2220889795965262e+17
X5561,1.0573380568753867e+17
X5953,1.2233773671647835e+17
X6701,1.140408894706221e+17
X6877,1.2231564826727608e+17
PD03,1.0576925530146131e+17
TV03,1.2220688299653984e+17
X5561,1.0575222482999502e+17
X5953,1.0585445605133992e+17
X6701,1.0586858926152091e+17
X6877,1.0587439758484416e+17
PD03,8.257113826600664e+16
TV03,8.254812190196168e+16
X5561,8.255902689631514e+16
X5953,8.2610037569822e+16
X6701,8.25928272563696e+16
X6877,8.259456464911722e+16
PD03,8.255935247899658e+16
TV03,8.254300963147272e+16
X5561,8.255407442780171e+16
X5953,8.257105701197019e+16
X6701,8.255938190750222e+16
X6877,8.259872214816568e+16
PD03,1.0583775637940517e+17
TV03,1.0579235223295554e+17
X5561,1.0573847640276117e+17
X5953,1.0585178577507563e+17
X6701,1.0584361949615278e+17
X6877,1.0586504550791507e+17
PD03,9.592028781867088e+16
TV03,9.590701811804522e+16
X5561,9.58825827566106e+16
X5953,9.596153184079979e+16
X6701,9.592583003147794e+16
X6877,9.595119806279778e+16
PD03,8.257872483119928e+16
TV03,8.254765980559006e+16
X5561,7.0832865162861704e+16
X5953,8.25631593872182e+16
X6701,7.083517872780507e+16
X6877,8.257557654823915e+16
PD03,8.25891584826492e+16
TV03,8.257745990945072e+16
X5561,8.259404233083232e+16
X5953,8.259568066038595e+16
X6701,8.260907928385798e+16
X6877,8.261388696269117e+16
PD03,1.0581005739447774e+17
TV03,1.0577264643151728e+17
X5561,1.0574614464418547e+17
X5953,1.0585377057599405e+17
X6701,1.0583698580731805e+17
X6877,1.0583735710860485e+17
PD03,1.2219989258132166e+17
TV03,1.0577443787436298e+17
X5561,1.2208613631486808e+17
X5953,1.2208291988115782e+17
X6701,1.2208935909108227e+17
X6877,1.2207456586420678e+17
PD03,1.3160706815857491e+17
TV03,1.3146018220137886e+17
X5561,1.2203553374663485e+17
X5953,1.3156582691322133e+17
X6701,1.2222701059691898e+17
X6877,1.3154241822932638e+17
PD03,1.0580117244274552e+17
TV03,1.0576170578644624e+17
X5561,9.58739923302642e+16
X5953,1.0584258158310851e+17
X6701,9.590395223728672e+16
X6877,1.0582090904994562e+17
PD03,9.589576819425442e+16
TV03,1.0576637796198453e+17
X5561,9.588593784362656e+16
X5953,9.596452278185885e+16
X6701,9.596392435957478e+16
X6877,9.596256749060483e+16
PD03,1.058503052664143e+17
TV03,1.0580802495640296e+17
X5561,9.589827308079707e+16
X5953,1.0588231072416683e+17
X6701,1.0588715715306526e+17
X6877,1.0589958708014829e+17
PD03,9.59217849126671e+16
TV03,9.59103058874254e+16
X5561,8.255738152858416e+16
X5953,8.259945066209832e+16
X6701,8.258469797109173e+16
X6877,8.259225976123771e+16
PD03,8.255090166695298e+16
TV03,8.25527738712043e+16
X5561,8.255710511154477e+16
X5953,8.258389550263818e+16
X6701,8.25772643571034e+16
X6877,8.258916021663675e+16
PD03,1.0581930214831774e+17
TV03,1.0578771265413765e+17
X5561,1.0574343385042077e+17
X5953,1.0585880496562835e+17
X6701,1.0582736411445064e+17
X6877,1.0584962030046219e+17
PD03,1.058116151274892e+17
TV03,1.0576728161126243e+17
X5561,1.0577456101087602e+17
X5953,1.058368681021743e+17
X6701,1.0589325434104829e+17
X6877,1.0583186098692269e+17
PD03,1.05835269541174e+17
TV03,1.0580112460998459e+17
X5561,1.0575298989363344e+17
X5953,1.0588038477067618e+17
X6701,1.0587160974790018e+17
X6877,1.0587355995995811e+17
PD03,1.0583875947907987e+17
TV03,1.0579234118161902e+17
X5561,1.0574649069031162e+17
X5953,1.0588794138113638e+17
X6701,1.058576906105059e+17
X6877,1.0587428308510254e+17
PD03,1.1408788001596098e+17
TV03,1.0576041321627754e+17
X5561,1.2212752150767035e+17
X5953,1.2237314457857789e+17
X6701,1.223184006566999e+17
X6877,1.2232050622351477e+17
PD03,1.2226611796204272e+17
TV03,1.2221020690824312e+17
X5561,1.2211100087785598e+17
X5953,1.2235121096556243e+17
X6701,1.2229740151359115e+17
X6877,1.2231730008784043e+17
PD03,1.0579029807185614e+17
TV03,1.057696945192393e+17
X5561,1.0569964652092131e+17
X5953,1.0581936086696968e+17
X6701,1.058043593094527e+17
X6877,1.0584223697472091e+17
PD03,1.2228744881262229e+17
TV03,1.2222618917114245e+17
X5561,1.2213754393875256e+17
X5953,1.2235180485610613e+17
X6701,1.223445605432139e+17
X6877,1.222941214521943e+17
PD03,1.0579769839406613e+17
TV03,1.2219505907512758e+17
X5561,1.0571597477929085e+17
X5953,1.0583808483311616e+17
X6701,1.0584103652699573e+17
X6877,1.0583549731302616e+17
PD03,9.589973398514098e+16
TV03,1.0576805385057378e+17
X5561,9.585568488935123e+16
X5953,9.593305380844342e+16
X6701,9.592529203984733e+16
X6877,9.593447263152074e+16
PD03,8.256842784877232e+16
TV03,8.253864594432766e+16
X5561,8.253267460887546e+16
X5953,8.258113580804666e+16
X6701,8.256204339763347e+16
X6877,8.257359742235544e+16
PD03,7.082565431153629e+16
TV03,7.08127637771093e+16
X5561,7.081716827351845e+16
X5953,7.083152200173305e+16
X6701,7.081621555124859e+16
X6877,7.083832505140924e+16
PD03,6.3876748055195016e+16
TV03,6.380906021939661e+16
X5561,7.084428855159346e+16
X5953,7.087898434786208e+16
X6701,7.087629443901536e+16
X6877,7.087135972365616e+16
PD03,1.0585231006545107e+17
TV03,1.0578761510944205e+17
X5561,1.057448227752796e+17
X5953,1.0584187878228918e+17
X6701,1.058045197677263e+17
X6877,1.0584477224515694e+17
PD03,1.2230295624942266e+17
TV03,1.2223559514156024e+17
X5561,1.2212822276118923e+17
X5953,1.2234554807547515e+17
X6701,1.2232748468258893e+17
X6877,1.2235068118671294e+17
PD03,9.588547847994574e+16
TV03,9.588881302150203e+16
X5561,9.58631130924908e+16
X5953,9.59419424429149e+16
X6701,9.593501485342835e+16
X6877,9.593328248999083e+16
PD03,9.593403996451565e+16
TV03,9.590637009677875e+16
X5561,9.585950899916842e+16
X5953,9.60114388541411e+16
X6701,9.600379185069325e+16
X6877,9.600635718369475e+16
PD03,9.599796116650786e+16
TV03,9.598328477000403e+16
X5561,9.586187849363048e+16
X5953,9.591561717984144e+16
X6701,9.593694323020016e+16
X6877,9.594169668993469e+16
PD03,9.58871700143857e+16
TV03,9.58783994012053e+16
X5561,1.0569453816446213e+17
X5953,9.589967978494288e+16
X6701,1.0578020430964576e+17
X6877,9.592479245040795e+16
PD03,1.0580984667105995e+17
TV03,1.0576736690932856e+17
X5561,1.057738164317546e+17
X5953,1.057582161500286e+17
X6701,1.0576685658378947e+17
X6877,1.0575217276846661e+17
PD03,1.2221449474576581e+17
TV03,1.2210537158714334e+17
X5561,1.4039587973500747e+17
X5953,1.3154797160473461e+17
X6701,1.3149229043183997e+17
X6877,1.2222954990665643e+17
PD03,1.2223508238290184e+17
TV03,1.2223194748276602e+17
X5561,1.4052316740179952e+17
X5953,1.4052285292571949e+17
X6701,1.4091340036486653e+17
X6877,1.2230466537249381e+17
PD03,1.4086759783553453e+17
TV03,1.4071252892013664e+17
X5561,1.4053433503073451e+17
X5953,1.4097172414868707e+17
X6701,1.4089819152607314e+17
X6877,1.4091290776662966e+17
PD03,1.2229092405264174e+17
TV03,1.2221598631381656e+17
X5561,1.221194798952158e+17
X5953,1.2233774183624069e+17
X6701,1.2231011791829771e+17
X6877,1.2231967344253861e+17
PD03,1.0580645598886581e+17
TV03,1.0578489411023422e+17
X5561,1.057499745401568e+17
X5953,1.0587398037503832e+17
X6701,1.0585931616533058e+17
X6877,1.0586282817632229e+17
PD03,9.593047066843333e+16
TV03,9.5895650864062e+16
X5561,8.25298691542321e+16
X5953,8.92542843105808e+16
X6701,8.924655390684251e+16
X6877,8.924791899257483e+16
PD03,7.079809417234436e+16
TV03,7.079809056346785e+16
X5561,7.667129514609786e+16
X5953,7.0828535498484376e+16
X6701,7.082025606412489e+16
X6877,7.081062068140625e+16
PD03,9.58590314447674e+16
TV03,9.587902137341318e+16
X5561,1.0568892654115456e+17
X5953,9.58911393588766e+16
X6701,9.591534607266267e+16
X6877,9.591590454637032e+16
PD03,1.0576409899746146e+17
TV03,1.0574199610289386e+17
X5561,1.0568470334056144e+17
X5953,1.0579250050854526e+17
X6701,1.0577774323931781e+17
X6877,1.0578786410225013e+17
PD03,7.080678494751896e+16
TV03,7.0810029258738296e+16
X5561,7.078145979766213e+16
X5953,7.0829656556534904e+16
X6701,7.0822447955797576e+16
X6877,7.0830118769040904e+16
PD03,7.080872489753077e+16
TV03,7.080979647213343e+16
X5561,8.334785836055328e+16
X5953,7.082572994522543e+16
X6701,8.33792324846037e+16
X6877,7.082640763575012e+16
PD03,1.0579104215133928e+17
TV03,1.057818649818088e+17
X5561,1.057079130570879e+17
X5953,1.0580998125891986e+17
X6701,1.0579434018156934e+17
X6877,1.0583848097988749e+17
PD03,1.0579586766195909e+17
TV03,1.0577094989642754e+17
X5561,1.0572951967434168e+17
X5953,1.0582466804494486e+17
X6701,1.0581113381777112e+17
X6877,1.0581507615212776e+17
PD03,1.0584568389693874e+17
TV03,1.0577757753516946e+17
X5561,1.057717105221299e+17
X5953,1.0588840097242528e+17
X6701,1.0585440325930656e+17
X6877,1.058242142091141e+17
PD03,9.594139287517293e+16
TV03,1.0582631348330034e+17
X5561,9.589488852141573e+16
X5953,9.597514768028128e+16
X6701,9.5952073119387e+16
X6877,9.595187229083872e+16
PD03,9.594592963386138e+16
TV03,9.593487017918763e+16
X5561,9.593382467646875e+16
X5953,9.593889265531174e+16
X6701,9.595002580164936e+16
X6877,9.594712306590664e+16
PD03,1.2238985901526274e+17
TV03,1.2229862487152125e+17
X5561,1.2217929389553635e+17
X5953,1.2242207835613243e+17
X6701,1.2238158583252725e+17
X6877,1.2239025505738203e+17
PD03,1.2234385068647517e+17
TV03,1.2225528358218592e+17
X5561,1.2215531684513723e+17
X5953,1.2238382585196235e+17
X6701,1.2234538253524771e+17
X6877,1.2236029464763362e+17
PD03,1.0582749727202928e+17
TV03,1.05803377103934e+17
X5561,1.2214138210617622e+17
X5953,1.0584060151867971e+17
X6701,1.223265447548749e+17
X6877,1.0578560187194451e+17
PD03,9.590194497089288e+16
TV03,9.590306595030157e+16
X5561,9.588328846592094e+16
X5953,9.594426505227738e+16
X6701,9.594643101720574e+16
X6877,9.594295626960082e+16
PD03,9.593698066050901e+16
TV03,9.588340952490219e+16
X5561,9.585927624419058e+16
X5953,9.591033084557496e+16
X6701,9.590347114453307e+16
X6877,9.5905798178985e+16
PD03,9.588209270258562e+16
TV03,9.587872935391861e+16
X5561,1.057236160094244e+17
X5953,9.590565942332507e+16
X6701,1.0085348049756466e+17
X6877,9.590099459399142e+16
PD03,1.2224887394250384e+17
TV03,1.2222643985469958e+17
X5561,1.2211821724581861e+17
X5953,1.223446158035728e+17
X6701,1.2230433209703406e+17
X6877,1.2234127420993645e+17
PD03,1.2228972666100077e+17
TV03,1.2222706452625203e+17
X5561,1.2210362509700104e+17
X5953,1.2233680725395648e+17
X6701,1.2231251749112152e+17
X6877,1.223162540501346e+17
PD03,1.408579068617201e+17
TV03,1.4072364356867514e+17
X5561,1.2206439727563176e+17
X5953,1.22299542668909e+17
X6701,1.2226264882540302e+17
X6877,1.2228000422425125e+17
PD03,1.0578084674945382e+17
TV03,1.0574648237937712e+17
X5561,1.0567763615698698e+17
X5953,1.0578814742315971e+17
X6701,1.0578175089017454e+17
X6877,1.0581070914072218e+17
PD03,1.4063084640652637e+17
TV03,1.404477231089257e+17
X5561,1.6070561914177702e+17
X5953,1.406642946176377e+17
X6701,1.4064185309484853e+17
X6877,1.4064784594759013e+17
PD03,1.766427306668087e+17
TV03,1.7634558482648147e+17
X5561,1.759507499476726e+17
X5953,1.7687695862939926e+17
X6701,1.767377116842932e+17
X6877,1.767871412909529e+17
PD03,1.6149477782796013e+17
TV03,1.6140092244994134e+17
X5561,1.6096043307493466e+17
X5953,1.6938330174563005e+17
X6701,1.692726821873544e+17
X6877,1.6169804572168262e+17
PD03,1.6179602308086634e+17
TV03,1.614477691959912e+17
X5561,1.4044938055462306e+17
X5953,1.4088540059229171e+17
X6701,1.4082141443937262e+17
X6877,1.6178687309332272e+17
PD03,1.4096465676697106e+17
TV03,1.4080633624096456e+17
X5561,1.2212368308023997e+17
X5953,1.2234917837082834e+17
X6701,1.2230982850319874e+17
X6877,1.2232919361525656e+17
PD03,1.2227495715204981e+17
TV03,1.2219093819513725e+17
X5561,1.220970988224415e+17
X5953,1.2232080058716939e+17
X6701,1.2230139503182181e+17
X6877,1.2231101156152984e+17
PD03,1.2218335897557003e+17
TV03,1.2212568021340467e+17
X5561,1.2202389100276232e+17
X5953,1.1400190525028154e+17
X6701,1.2221160330727458e+17
X6877,1.2222738707387662e+17
PD03,1.057026414970914e+17
TV03,1.0568846443263747e+17
X5561,1.056515785667089e+17
X5953,1.0567415180639626e+17
X6701,1.0565009079491915e+17
X6877,1.0566896102698709e+17
PD03,1.0568177392325554e+17
TV03,1.0566984989391883e+17
X5561,1.4024930969801334e+17
X5953,1.2506234921580602e+17
X6701,1.4066254839267488e+17
X6877,1.2217076354246624e+17
PD03,1.0575430954603029e+17
TV03,1.0570529579205378e+17
X5561,1.0567596495602187e+17
X5953,1.2221486970228475e+17
X6701,1.2220842133598168e+17
X6877,1.2223447754445323e+17
PD03,1.4071847966135042e+17
TV03,1.4064570379820925e+17
X5561,1.4064560814047678e+17
X5953,1.4090151576598502e+17
X6701,1.4081359271279234e+17
X6877,1.4082243703512838e+17
PD03,1.2224848090204046e+17
TV03,1.2217916163814987e+17
X5561,1.2205467095858414e+17
X5953,1.222963024578947e+17
X6701,1.2229635407939083e+17
X6877,1.22274742705074e+17
PD03,1.2216512416923974e+17
TV03,1.2215796513619683e+17
X5561,1.0567641295545413e+17
X5953,1.0578383718480778e+17
X6701,1.0576900331587882e+17
X6877,1.057765964366303e+17
PD03,9.587419441009819e+16
TV03,9.586120873546925e+16
X5561,9.582997928559766e+16
X5953,9.588494022065283e+16
X6701,9.5866295442425e+16
X6877,9.588071297629768e+16
PD03,1.0575681008057336e+17
TV03,1.0575669510703819e+17
X5561,1.0570961873601403e+17
X5953,1.0581159943295432e+17
X6701,1.0579478373679426e+17
X6877,1.0577699037882723e+17
PD03,1.222712262017246e+17
TV03,1.2220998055454699e+17
X5561,1.4055398663746693e+17
X5953,1.22338730655419e+17
X6701,1.409500125363001e+17
X6877,1.2232195835365141e+17
PD03,1.2232203138158802e+17
TV03,1.2230404769316037e+17
X5561,1.6116667810272614e+17
X5953,1.6193377043086154e+17
X6701,1.6193382205235766e+17
X6877,1.6192306967392438e+17
PD03,1.617151393194959e+17
TV03,1.615450081401761e+17
X5561,1.4048198664816818e+17
X5953,1.6194978889723366e+17
X6701,1.6183586592603462e+17
X6877,1.61873591899567e+17
PD03,1.6155523077084554e+17
TV03,1.614587475208922e+17
X5561,1.610871041955724e+17
X5953,1.6186947016051456e+17
X6701,1.6172588319329843e+17
X6877,1.6177717536683638e+17
PD03,1.4073491695287342e+17
TV03,1.406362984254747e+17
X5561,1.6110222570465414e+17
X5953,1.4387951962939746e+17
X6701,1.6173343788505808e+17
X6877,1.4086435902999378e+17
PD03,1.6163951208415507e+17
TV03,1.616444921101481e+17
X5561,1.6101220122035622e+17
X5953,1.6175357231314893e+17
X6701,1.616608182846726e+17
X6877,1.6170774062282643e+17
PD03,1.6176458060305405e+17
TV03,1.6150456356938845e+17
X5561,1.611943690269836e+17
X5953,1.6194772945776205e+17
X6701,1.618041202334476e+17
X6877,1.618730583430876e+17
PD03,1.4086058592123677e+17
TV03,1.4075917060179869e+17
X5561,1.4054073130568893e+17
X5953,1.4097558269036622e+17
X6701,1.4090299037908219e+17
X6877,1.4094703065653643e+17
PD03,1.2225973634808517e+17
TV03,1.2223086277487786e+17
X5561,1.221085720054113e+17
X5953,1.2233999196662198e+17
X6701,1.2230711700572805e+17
X6877,1.2233495119436963e+17
PD03,1.2227132506720008e+17
TV03,1.222519474854587e+17
X5561,1.2211613300261974e+17
X5953,1.2237153532664824e+17
X6701,1.2235081420901418e+17
X6877,1.2236884488351323e+17
PD03,9.58718245587829e+16
TV03,9.585396202491907e+16
X5561,9.582040191401318e+16
X5953,9.588238828933424e+16
X6701,9.588243991083037e+16
X6877,9.587897461776504e+16
PD03,8.246870199458806e+16
TV03,8.246444241420083e+16
X5561,8.245606359615486e+16
X5953,8.249029888569344e+16
X6701,8.248883272287306e+16
X6877,8.248905199619563e+16
PD03,9.58684927240605e+16
TV03,9.584766577136131e+16
X5561,9.584757011362885e+16
X5953,9.584725563754883e+16
X6701,9.584730725904496e+16
X6877,9.587138637986074e+16
PD03,9.587145940779734e+16
TV03,9.587179809296056e+16
X5561,9.586618032835083e+16
X5953,9.587138795914808e+16
X6701,9.586840401201118e+16
X6877,9.586705606711822e+16
PD03,1.2227076918031362e+17
TV03,1.2219517082892408e+17
X5561,1.2204618851219994e+17
X5953,1.2229171964505082e+17
X6701,1.222518652377479e+17
X6877,1.222756331006329e+17
PD03,1.0571565528264296e+17
TV03,1.0572674425342362e+17
X5561,1.0572664859569115e+17
X5953,1.0577987747138576e+17
X6701,1.0577992909288189e+17
X6877,1.0576632501500816e+17
PD03,1.0576233121333427e+17
TV03,1.2210797409083187e+17
X5561,1.2209448992819632e+17
X5953,1.220990947171018e+17
X6701,1.2209549278348163e+17
X6877,1.221104378976027e+17
PD03,1.2219944287642981e+17
TV03,1.2210277018908264e+17
X5561,1.055927091397177e+17
X5953,1.2222609260972882e+17
X6701,1.0572725268529818e+17
X6877,1.2222703225265976e+17
PD03,1.2222628850605725e+17
TV03,1.2219163465251714e+17
X5561,1.2208619777763598e+17
X5953,1.2230870419437974e+17
X6701,1.2228030306480518e+17
X6877,1.2228736250096592e+17
PD03,1.2228786402457283e+17
TV03,1.2218702834039726e+17
X5561,1.0566972337150914e+17
X5953,1.223151040332173e+17
X6701,1.2227259228030896e+17
X6877,1.2228965153458733e+17
PD03,9.584139279544278e+16
TV03,9.582770348072894e+16
X5561,9.580198768982786e+16
X5953,9.585749898193851e+16
X6701,9.585263254485112e+16
X6877,9.585650837033893e+16
PD03,1.0575498725544709e+17
TV03,1.0573642429617294e+17
X5561,1.0568521638009598e+17
X5953,1.0579202776875373e+17
X6701,1.0577591403428397e+17
X6877,1.057610946247724e+17
PD03,1.0576116765444349e+17
TV03,1.057604001763411e+17
X5561,1.0576141068187424e+17
X5953,1.0576109620579422e+17
X6701,1.0576114782729035e+17
X6877,1.0576109462650686e+17
PD03,8.244571418987675e+16
TV03,8.24392863156978e+16
X5561,7.0733517912518664e+16
X5953,8.247172771510984e+16
X6701,8.245999191340557e+16
X6877,8.24609467780642e+16
PD03,9.583178465793338e+16
TV03,9.582045877386291e+16
X5561,9.57917554487275e+16
X5953,9.584776510940859e+16
X6701,9.584781673090472e+16
X6877,9.58452566021524e+16
PD03,1.2230187232615565e+17
TV03,1.1397774633557798e+17
X5561,1.1397765067784552e+17
X5953,1.139773362017655e+17
X6701,1.2231110908050346e+17
X6877,1.2232875622523136e+17
PD03,1.2239390071335267e+17
TV03,1.2230444177893349e+17
X5561,1.221894764894382e+17
X5953,1.2243015499654144e+17
X6701,1.2239571004359765e+17
X6877,1.2238907983245242e+17
PD03,1.0581041895988821e+17
TV03,1.0577953024534184e+17
X5561,1.2221664045770227e+17
X5953,1.0584143000748219e+17
X6701,1.0582258295201214e+17
X6877,1.0583119259919931e+17
PD03,1.0578561686702181e+17
TV03,1.0577614003338939e+17
X5561,1.0572320593592208e+17
X5953,1.05827415417127e+17
X6701,1.058114460700601e+17
X6877,1.058124557719496e+17
PD03,1.0578822597076931e+17
TV03,1.057515794618066e+17
X5561,1.221691211123376e+17
X5953,1.140888590418439e+17
X6701,1.2235762163708416e+17
X6877,1.0580227416127246e+17
PD03,1.0575881680189176e+17
TV03,1.0575139194115883e+17
X5561,1.2214335089724163e+17
X5953,1.0581402812620171e+17
X6701,1.057706647506958e+17
X6877,1.0579582763189589e+17
PD03,1.2232251543435082e+17
TV03,1.2226263405287675e+17
X5561,1.221384732364375e+17
X5953,1.2238266938995485e+17
X6701,1.2233327885466629e+17
X6877,1.2234120413975933e+17
PD03,1.2234840912724285e+17
TV03,1.2224686684859598e+17
X5561,1.0568463698487894e+17
X5953,1.0579389019827549e+17
X6701,1.0577619798928069e+17
X6877,1.0578612777577883e+17
PD03,1.0578620080371544e+17
TV03,1.0573561800676002e+17
X5561,1.0567803478458976e+17
X5953,1.0579090308125173e+17
X6701,1.0577069395601427e+17
X6877,1.0578096910357696e+17
PD03,1.0578104213151357e+17
TV03,1.0573972435934427e+17
X5561,1.057396287016118e+17
X5953,1.0573931422553178e+17
X6701,1.057393658470279e+17
X6877,1.0573931264624443e+17
PD03,1.0573938567418104e+17
TV03,1.1399101714736573e+17
X5561,1.221191281014723e+17
X5953,1.2235256292980626e+17
X6701,1.2230983798187827e+17
X6877,1.2230978478109478e+17
PD03,1.2229423107437053e+17
TV03,1.2222093424715384e+17
X5561,1.2209443907574475e+17
X5953,1.2233761955105162e+17
X6701,1.2233767117254774e+17
X6877,1.2232142327176995e+17
PD03,1.2219679524390586e+17
TV03,1.2216663769991078e+17
X5561,1.2204059877296538e+17
X5953,1.222811786110043e+17
X6701,1.2224132550268486e+17
X6877,1.2223712459957638e+17
PD03,9.584981125705563e+16
TV03,1.057378151425267e+17
X5561,8.243961906480531e+16
X5953,9.584907248215637e+16
X6701,9.584187600580037e+16
X6877,9.585949297330906e+16
PD03,8.242788825802622e+16
TV03,8.246381301757397e+16
X5561,7.070497808400058e+16
X5953,7.657764435847843e+16
X6701,7.0708145357269336e+16
X6877,8.244524744287442e+16
PD03,8.912838974900243e+16
TV03,8.245223133580278e+16
X5561,9.577954496684429e+16
X5953,8.914146694995629e+16
X6701,8.913466789971634e+16
X6877,8.91389607181717e+16
PD03,1.4103861835296426e+17
TV03,1.4084584855217134e+17
X5561,1.406385406424882e+17
X5953,1.4108799124340901e+17
X6701,1.4101781217011461e+17
X6877,1.4104799193706627e+17
PD03,1.0578853056197888e+17
TV03,1.0575026945612194e+17
X5561,9.577947110150205e+16
X5953,1.057937281232428e+17
X6701,9.583127644710046e+16
X6877,1.0578312160298038e+17
PD03,1.0575034484725947e+17
TV03,1.0573467696012122e+17
X5561,9.578443610890574e+16
X5953,1.0579339297577762e+17
X6701,1.0578153969519054e+17
X6877,1.0576555641981851e+17
PD03,1.2227971664217586e+17
TV03,1.2220802616325632e+17
X5561,1.2209184304683117e+17
X5953,1.2234286483460981e+17
X6701,1.223038336021374e+17
X6877,1.2233500259894163e+17
PD03,1.4095027998159494e+17
